enrollment_id,lastlog-firstlog,study days,early events,mid events,late events
50458,0,1,0,0,0
50459,0,1,0,0,0
50460,20,6,2,27,4
50464,18,14,0,148,68
50465,25,11,98,64,58
50468,2,2,0,11,8
50469,13,7,12,124,0
50473,1,3,0,0,54
50474,13,4,7,8,0
50475,16,4,60,15,0
50476,11,7,0,69,33
50477,0,1,0,3,0
50481,6,5,0,0,18
50482,23,5,33,0,31
50485,18,4,0,34,6
50492,13,3,6,7,0
50493,0,1,0,0,0
50495,4,4,0,0,68
50498,0,1,0,0,0
50499,13,2,8,0,0
50503,0,1,0,0,0
50511,16,4,1,0,22
50515,8,2,0,0,2
50517,18,9,3,81,145
50526,20,3,3,0,66
50527,0,1,0,0,1
50532,0,1,0,0,2
50541,20,4,0,29,3
50542,0,1,0,0,0
50543,0,1,0,0,0
50545,0,1,0,0,0
50550,0,1,0,0,0
50551,19,7,7,96,33
50552,0,1,0,0,0
50553,0,1,0,0,0
50555,0,1,3,0,0
50557,0,1,0,0,7
50558,0,1,13,0,0
50559,0,1,0,0,9
50560,0,1,0,4,0
50564,20,5,6,46,12
50565,13,6,0,55,92
50567,16,6,18,4,17
50568,11,3,0,7,8
50569,0,1,10,0,0
50571,9,6,0,10,7
50572,20,5,16,0,11
50574,0,1,7,0,0
50576,0,1,0,0,1
50577,0,1,0,0,2
50580,17,8,23,54,0
50581,2,3,0,5,13
50586,0,1,23,0,0
50587,24,6,0,0,117
50588,0,1,0,0,4
50590,0,1,0,2,0
50593,14,6,42,22,0
50596,0,2,0,0,19
50597,3,3,11,0,0
50599,16,6,0,50,262
50600,0,1,0,4,0
50602,26,5,22,0,51
50603,0,1,0,0,0
50606,1,3,29,0,0
50609,18,7,0,33,28
50614,0,1,0,0,0
50616,1,2,0,0,8
50618,23,8,12,6,5
50619,0,1,0,0,4
50620,0,1,0,0,0
50624,8,6,0,40,176
50625,0,1,11,0,0
50628,4,4,65,0,0
50631,24,4,49,0,59
50634,23,7,88,27,7
50637,1,3,16,0,0
50648,18,7,37,1,2
50650,7,2,0,3,0
50655,2,2,0,2,0
50656,0,1,0,0,0
50657,3,3,0,12,0
50659,9,5,54,4,0
50664,12,3,2,19,54
50665,4,2,0,0,14
50666,1,2,20,0,0
50669,0,2,0,58,0
50671,0,1,0,0,0
50673,0,1,5,0,0
50676,0,1,0,0,2
50678,0,1,0,2,0
50681,11,7,46,5,0
50684,22,9,54,48,63
50685,24,8,100,82,64
50690,0,1,0,0,2
50691,26,8,24,82,46
50696,6,2,33,0,0
50700,0,1,0,0,0
50705,0,1,0,0,0
50708,0,1,0,0,0
50709,0,1,0,0,0
50713,0,1,0,0,0
50714,0,1,0,0,0
50717,0,1,0,0,0
50721,2,3,0,0,21
50722,0,1,0,0,0
50725,20,7,11,5,1
50726,0,1,15,0,0
50727,14,6,6,14,6
50736,6,3,0,49,36
50741,0,1,0,0,0
50744,0,1,0,0,0
50748,0,1,0,0,4
50749,15,4,11,4,0
50750,20,6,78,2,2
50751,18,4,2,9,1
50755,0,2,0,5,2
50756,0,1,0,0,0
50758,6,5,8,45,0
50759,8,3,0,3,4
50761,0,1,0,0,2
50762,0,1,0,0,0
50763,0,1,0,0,1
50766,0,1,0,2,0
50767,10,2,29,65,0
50769,9,2,10,2,0
50771,8,7,38,3,0
50776,3,2,0,8,1
50777,27,9,147,0,47
50781,14,5,0,5,48
50783,26,4,18,0,31
50786,1,2,0,59,0
50791,3,3,14,0,0
50792,4,3,0,0,29
50797,20,12,73,0,80
50800,0,1,5,0,0
50801,0,1,0,0,0
50802,21,6,85,0,31
50805,23,6,0,50,39
50806,0,1,4,0,0
50809,0,1,0,0,0
50811,0,1,0,0,0
50814,1,2,0,0,0
50818,5,2,0,0,4
50821,3,3,0,5,0
50826,26,6,32,0,3
50827,0,2,11,0,0
50830,0,1,0,0,0
50837,24,4,7,1,0
50839,2,3,0,0,413
50844,23,10,5,0,288
50845,27,8,9,0,12
50847,7,3,0,55,7
50850,1,3,0,0,0
50856,6,3,0,0,0
50857,0,1,0,0,0
50864,24,17,0,0,21
50865,10,2,0,0,0
50869,0,1,0,0,0
50871,14,4,0,0,0
50879,1,2,0,0,224
50880,0,1,0,0,0
50882,0,1,0,0,0
50883,0,1,0,3,0
50896,26,8,66,84,206
50900,0,1,0,0,0
50901,11,2,0,0,0
50905,16,8,0,0,0
50906,4,2,0,0,6
50907,17,3,28,6,0
50910,21,4,0,0,4
50911,0,1,0,0,19
50917,23,6,0,0,41
50920,0,1,0,0,0
50921,18,4,0,0,9
50924,0,1,0,0,0
50925,5,2,0,0,11
50927,13,2,0,0,0
50929,0,1,0,0,0
50931,0,1,0,0,0
50932,0,1,0,0,0
50935,3,2,0,0,7
50936,9,3,0,0,10
50938,17,3,72,171,0
50939,14,5,61,2,0
50947,13,3,0,0,0
50949,18,2,2,0,3
50952,0,1,0,1,0
50953,0,1,0,0,0
50960,0,1,0,0,0
50961,5,2,0,0,6
50972,13,2,0,0,0
50975,15,3,0,0,0
50977,0,1,0,0,0
50978,17,4,0,0,0
50985,0,1,0,0,0
50986,0,1,0,0,0
50988,12,2,0,0,0
50989,16,2,9,0,0
50990,10,3,0,0,38
50992,14,4,0,0,2
50993,24,16,0,0,24
50995,4,3,0,0,38
50998,5,2,0,0,1
51000,0,1,0,0,3
51003,22,5,0,0,24
51004,0,1,0,0,0
51006,17,12,0,333,383
51010,17,6,0,0,5
51017,25,9,0,0,40
51018,0,1,0,0,0
51022,6,4,0,0,3
51023,16,4,25,0,5
51024,1,2,0,0,0
51029,16,16,0,0,0
51034,7,2,0,0,0
51035,0,2,0,0,0
51036,0,1,0,0,0
51037,19,9,0,0,0
51043,0,2,0,0,0
51050,17,5,0,0,0
51057,7,3,0,0,0
51062,19,6,92,0,23
51066,0,1,0,0,0
51067,20,3,0,0,32
51072,11,4,0,0,0
51075,11,9,0,2,79
51077,0,1,0,0,0
51079,8,2,0,0,6
51085,0,1,0,0,0
51086,2,2,0,0,0
51088,0,1,0,0,0
51092,16,3,0,0,0
51093,0,1,0,0,0
51100,0,1,0,0,0
51102,0,1,0,0,0
51103,21,6,0,0,0
51104,0,1,0,0,0
51110,20,7,0,0,40
51111,8,5,0,0,5
51112,0,1,0,0,0
51113,13,5,0,0,11
51114,10,2,0,0,0
51115,17,5,0,0,0
51118,18,3,0,0,0
51119,7,4,0,0,11
51120,1,2,0,0,59
51122,9,5,0,0,68
51126,0,1,0,0,0
51130,11,4,3,13,0
51131,0,1,0,0,5
51132,0,1,0,0,0
51134,0,1,0,0,0
51139,24,5,10,0,5
51140,16,7,0,0,0
51141,0,1,0,0,0
51142,0,1,0,0,0
51143,0,1,0,0,0
51145,4,5,0,0,24
51146,6,3,0,0,7
51148,0,1,0,0,0
51152,23,4,0,0,13
51153,29,8,95,0,61
51161,0,1,0,0,0
51162,20,8,0,0,0
51163,0,1,0,0,0
51164,0,1,0,0,1
51167,0,1,0,0,0
51168,14,2,0,0,0
51170,13,7,95,122,3
51174,1,2,0,0,5
51175,18,5,0,0,0
51178,18,5,0,0,0
51180,0,1,0,0,0
51182,27,8,31,59,1
51191,0,1,0,0,0
51197,0,1,0,207,0
51199,17,7,10,32,1
51200,10,5,0,62,74
51201,1,2,0,0,0
51207,17,5,0,0,0
51211,17,4,93,12,0
51213,21,8,0,0,15
51220,0,2,0,15,0
51222,0,1,0,0,0
51223,13,4,0,0,0
51225,0,2,0,0,4
51227,9,3,0,0,21
51230,3,3,0,0,0
51231,18,6,27,23,5
51235,19,2,0,0,0
51236,24,8,0,0,13
51237,7,2,0,5,3
51238,18,4,86,65,31
51241,19,9,90,0,14
51243,0,1,0,0,0
51247,16,7,74,4,4
51250,3,2,0,0,0
51251,21,8,0,0,28
51257,13,4,15,0,0
51263,18,6,0,0,0
51264,17,6,53,0,2
51267,4,2,0,0,3
51269,25,5,0,0,16
51270,14,7,0,0,47
51274,0,1,0,0,0
51276,12,4,0,0,0
51280,0,1,0,0,3
51282,0,1,0,2,0
51284,0,1,0,0,0
51285,15,6,0,0,0
51286,0,1,0,0,0
51287,5,2,0,0,8
51289,10,2,0,0,0
51291,1,2,0,0,0
51300,17,4,0,0,0
51302,0,1,0,0,0
51304,7,2,0,0,1
51313,4,2,0,0,43
51316,16,5,0,0,0
51320,0,1,0,0,0
51322,3,3,0,0,0
51323,20,7,248,35,46
51324,0,1,0,0,0
51327,5,2,0,0,3
51329,12,6,0,0,4
51330,0,1,0,1,0
51333,14,3,0,0,0
51344,21,7,0,0,8
51348,11,4,0,18,40
51349,18,8,0,0,0
51357,5,2,0,0,10
51358,1,3,0,0,75
51361,1,2,0,0,0
51362,7,3,0,0,0
51364,18,2,0,0,0
51365,0,1,0,0,26
51373,26,12,0,0,13
51374,0,1,0,0,0
51375,0,1,0,9,0
51378,0,1,0,0,2
51381,24,15,0,0,39
51389,0,1,0,0,0
51390,8,2,0,0,0
51396,12,3,0,0,18
51401,0,1,0,0,0
51405,5,2,0,0,0
51409,0,1,0,0,0
51415,0,1,0,0,0
51418,0,1,0,0,0
51420,0,1,0,0,0
51421,15,5,0,0,0
51423,0,1,0,0,0
51429,15,5,0,0,3
51430,19,5,0,0,0
51437,0,1,0,0,0
51438,17,2,0,0,0
51446,6,3,0,0,11
51447,0,1,0,0,2
51452,26,9,0,0,33
51454,0,2,0,0,13
51457,0,1,0,0,0
51458,26,11,17,0,0
51460,3,3,0,0,11
51463,0,1,0,0,14
51464,0,1,0,0,0
51465,24,3,0,0,1
51468,0,1,0,0,0
51471,0,1,0,0,0
51472,8,5,0,99,6
51473,15,3,0,0,0
51476,21,12,0,0,6
51479,7,3,2,8,0
51481,0,2,0,0,2
51483,21,6,135,0,14
51485,0,1,0,0,0
51490,0,1,0,0,0
51493,0,1,0,0,0
51494,0,1,0,0,0
51497,0,1,0,0,5
51499,7,3,0,13,18
51500,19,7,0,0,6
51501,15,6,0,0,0
51505,15,4,0,0,0
51508,21,7,0,0,17
51509,27,17,0,0,50
51510,19,4,0,0,0
51512,18,4,0,0,0
51514,0,1,0,0,0
51518,10,2,0,0,0
51521,0,1,0,0,0
51525,24,4,0,0,1
51527,0,1,0,0,0
51533,18,5,0,0,0
51536,0,1,0,0,0
51542,27,9,93,68,17
51544,0,1,0,0,0
51552,0,1,0,0,2
51554,12,2,0,0,0
51556,0,1,0,0,0
51557,17,2,0,0,0
51566,23,6,0,0,26
51572,7,2,0,0,0
51579,0,1,0,1,0
51580,13,2,0,0,0
51581,0,1,0,0,0
51583,0,1,0,0,0
51585,26,13,0,0,37
51588,4,2,0,0,1
51589,0,1,0,0,18
51595,0,1,0,0,6
51596,0,1,0,0,16
51610,0,1,0,0,2
51613,5,2,0,1,0
51614,14,3,0,0,0
51617,8,4,0,66,18
51618,0,1,0,0,0
51623,0,1,0,0,0
51626,23,7,0,0,4
51630,4,2,0,0,6
51632,6,6,0,0,8
51633,28,11,322,169,286
51634,0,1,0,24,0
51637,0,1,0,0,0
51639,0,1,0,0,0
51640,9,3,0,0,0
51643,28,5,92,0,6
51644,0,1,0,0,0
51646,13,2,0,0,0
51650,10,2,0,0,0
51653,21,7,6,65,48
51661,18,3,0,50,21
51662,28,9,194,92,135
51664,19,4,0,0,0
51668,15,3,0,0,0
51674,0,1,0,4,0
51675,17,2,0,0,0
51676,0,1,0,0,0
51678,0,1,0,0,0
51681,0,1,0,0,0
51690,0,1,0,0,2
51691,9,3,0,0,0
51692,2,3,0,0,472
51693,0,1,0,0,0
51703,18,3,0,0,0
51709,19,3,8,0,7
51711,27,10,40,549,33
51712,0,1,0,0,0
51718,10,3,0,0,0
51719,0,1,0,0,0
51720,0,1,0,0,0
51721,0,2,0,0,0
51722,0,1,0,0,0
51729,26,8,0,0,42
51731,0,1,0,0,0
51732,0,1,0,0,2
51738,0,1,0,0,0
51740,28,9,216,0,214
51744,0,1,0,0,0
51748,0,1,0,0,0
51750,0,1,0,0,0
51751,7,2,0,87,13
51754,0,1,0,0,0
51758,23,7,0,0,39
51767,13,5,0,0,4
51771,0,1,0,0,0
51772,16,2,9,0,3
51773,16,2,0,0,0
51774,16,4,0,0,0
51776,20,3,0,0,49
51777,0,1,0,0,0
51780,0,1,0,0,0
51783,20,5,0,0,0
51786,13,4,0,0,32
51791,2,2,0,0,7
51792,0,1,0,0,0
51793,8,5,0,0,24
51795,0,1,0,0,0
51796,0,1,0,0,0
51803,0,1,0,0,6
51806,26,9,0,0,8
51809,22,12,0,0,50
51812,0,1,0,0,0
51813,0,1,0,0,0
51821,23,6,0,0,52
51823,0,1,0,0,1
51824,0,1,0,0,5
51825,11,2,6,0,13
51829,0,1,0,0,0
51830,0,1,0,0,1
51834,0,1,0,0,4
51837,17,3,0,0,0
51838,0,1,0,0,1
51846,0,1,0,0,0
51849,20,5,157,5,78
51850,10,2,0,0,0
51851,18,11,0,0,0
51853,0,1,0,0,0
51855,15,3,0,0,0
51857,3,2,0,0,2
51858,0,2,0,1,0
51860,18,3,33,0,1
51869,26,11,0,0,26
51870,8,3,0,0,0
51871,7,2,0,0,0
51872,25,5,0,0,22
51874,0,1,0,0,0
51875,0,1,0,0,0
51885,0,1,0,0,0
51886,18,2,0,0,0
51887,0,1,0,0,3
51889,13,2,0,0,0
51890,0,1,0,0,0
51891,0,1,0,0,0
51899,13,2,0,0,0
51900,0,1,0,0,0
51901,8,3,0,0,46
51902,19,4,0,0,0
51905,0,1,0,0,0
51908,0,1,0,0,0
51909,0,1,0,0,0
51919,0,1,0,0,0
51920,0,1,0,0,1
51921,0,1,0,0,0
51925,0,1,0,0,0
51927,0,1,0,0,0
51930,0,1,0,0,0
51933,6,4,0,30,0
51934,4,2,0,0,23
51936,0,1,0,0,0
51937,0,1,0,0,0
51938,17,4,0,0,0
51940,12,5,0,0,0
51941,7,5,0,0,43
51943,20,4,0,0,2
51944,0,1,0,0,0
51950,4,2,0,0,4
51958,25,8,172,98,530
51959,9,2,7,0,0
51961,28,9,94,20,59
51964,0,1,0,0,0
51966,0,1,0,0,4
51971,0,1,0,0,0
51974,0,1,0,0,0
51982,0,1,0,0,0
51983,0,1,0,0,0
51984,0,1,0,0,0
51986,3,2,0,0,0
51987,0,1,0,0,0
51991,0,1,0,0,8
51993,0,1,0,0,0
51996,0,1,0,0,0
51999,17,3,0,0,0
52002,0,1,0,0,0
52009,0,2,0,0,0
52010,0,1,0,0,0
52017,0,1,0,0,0
52021,0,1,0,0,3
52022,0,1,0,0,0
52025,0,1,0,0,0
52030,0,1,0,0,0
52031,0,1,0,0,0
52036,0,1,0,0,0
52041,0,1,0,0,0
52047,0,2,0,0,38
52050,0,1,0,0,0
52051,10,2,6,0,0
52062,0,1,0,0,0
52065,0,1,0,0,0
52066,1,2,0,0,0
52067,5,5,0,0,32
52069,2,2,0,0,0
52070,0,2,0,0,0
52074,0,1,0,0,0
52081,0,1,0,0,0
52084,0,1,0,0,0
52086,3,2,0,0,1
52090,5,2,0,0,1
52091,0,1,0,0,0
52095,0,1,0,0,0
52099,23,12,0,0,18
52103,0,1,0,0,0
52106,0,1,0,0,0
52109,0,1,0,0,0
52111,0,1,0,0,0
52118,0,1,0,0,0
52120,15,5,0,0,0
52123,0,1,0,0,0
52132,0,1,0,0,0
52134,14,2,0,0,0
52138,0,1,0,0,0
52139,0,1,0,0,0
52140,0,1,0,0,0
52144,0,1,0,0,0
52146,0,1,0,0,0
52149,2,3,0,0,12
52150,18,7,0,0,0
52159,0,1,0,0,0
52161,1,2,0,0,0
52162,0,1,0,0,0
52164,0,1,0,0,0
52166,0,1,0,0,0
52167,0,1,0,0,4
52170,0,2,0,0,0
52172,18,5,0,0,4
52173,0,1,0,0,0
52175,19,6,101,156,1
52176,19,5,0,0,4
52181,0,1,0,0,3
52184,0,1,0,0,4
52191,0,1,0,0,0
52193,8,4,0,0,24
52198,0,1,0,0,0
52201,0,1,0,0,0
52210,0,1,0,0,5
52212,0,1,0,0,0
52213,0,1,0,0,0
52223,0,1,0,0,0
52226,0,1,0,0,0
52230,0,1,0,0,0
52231,0,1,0,0,0
52232,19,5,24,1,1
52233,0,1,0,0,0
52237,0,1,0,0,0
52238,0,1,0,0,5
52240,0,1,0,0,0
52246,0,1,0,0,2
52249,0,1,0,0,0
52252,0,1,0,0,0
52253,0,1,0,0,0
52259,19,4,8,0,9
52263,0,1,0,0,0
52265,0,1,0,0,0
52266,17,3,0,0,0
52267,0,1,0,0,0
52268,0,1,0,0,0
52277,0,1,0,5,0
52278,0,1,0,0,0
52282,0,2,0,0,17
52283,0,1,0,0,0
52287,0,1,0,0,0
52288,0,1,0,0,0
52291,0,1,0,0,0
52292,0,1,0,0,0
52293,0,1,0,0,0
52297,6,3,0,0,31
52298,0,1,0,0,0
52299,0,1,0,0,0
52300,0,1,0,0,0
52302,0,1,0,0,0
52303,0,1,0,0,0
52304,0,1,0,0,0
52305,0,1,0,0,3
52306,0,1,0,13,0
52315,0,1,0,0,0
52316,0,1,0,0,0
52326,0,2,0,0,0
52330,0,1,2,0,0
52331,27,6,13,0,237
52333,0,1,15,0,0
52335,23,12,337,216,228
52337,0,1,0,0,0
52342,0,1,0,0,36
52343,25,9,0,0,9
52346,3,3,0,0,20
52349,10,2,0,0,0
52352,0,1,0,0,0
52356,0,1,0,0,0
52358,0,1,0,0,0
52364,0,1,0,0,0
52368,0,1,0,0,0
52370,21,4,8,1,2
52373,0,1,0,0,0
52377,7,3,0,43,2
52379,0,1,0,0,0
52381,4,3,0,0,0
52382,6,4,0,168,55
52387,20,4,15,0,3
52388,0,1,4,0,0
52389,0,1,33,0,0
52390,0,1,0,0,0
52393,14,3,8,0,0
52397,24,4,63,35,7
52398,0,1,5,0,0
52399,8,4,0,137,16
52405,20,4,45,0,52
52406,15,8,29,31,2
52411,0,1,0,3,0
52416,7,4,0,0,41
52420,0,1,0,0,0
52422,0,1,0,19,0
52425,12,6,0,60,72
52426,15,6,23,122,0
52427,10,2,5,9,0
52435,0,1,0,0,0
52436,16,4,31,11,0
52438,0,1,0,4,0
52439,1,2,0,0,4
52441,4,2,0,12,0
52445,20,7,50,34,57
52450,27,3,1,2,3
52452,14,3,13,12,0
52453,14,3,7,10,0
52463,9,2,0,11,0
52466,0,1,0,0,4
52467,22,7,52,39,33
52470,8,4,0,46,66
52471,7,4,0,0,17
52473,0,1,0,0,0
52474,0,1,0,4,0
52475,0,1,0,42,0
52477,0,1,0,0,0
52482,0,1,0,0,0
52483,0,1,0,0,12
52485,0,1,0,7,0
52488,24,5,0,21,19
52489,2,2,0,0,33
52490,11,2,10,7,0
52494,7,3,2,5,0
52505,22,8,50,34,13
52508,0,1,0,4,0
52509,17,13,0,102,59
52510,0,1,0,0,2
52512,27,14,68,75,79
52514,0,1,0,3,0
52515,0,1,0,0,0
52516,0,1,0,0,2
52517,20,7,27,57,3
52519,17,3,19,32,28
52526,19,7,24,14,4
52527,6,2,1,0,0
52532,13,9,54,78,0
52533,2,2,0,0,9
52536,0,1,0,1,0
52540,1,2,0,0,2
52545,0,1,0,0,3
52549,15,4,0,49,16
52551,5,4,0,93,0
52553,5,3,0,34,11
52554,18,6,0,63,20
52558,2,2,0,0,10
52559,0,1,0,0,0
52564,0,1,0,0,0
52569,0,1,0,0,0
52571,1,2,0,0,3
52574,2,2,0,37,0
52582,9,2,38,17,0
52585,0,1,0,37,0
52586,15,3,11,12,14
52588,27,7,54,82,114
52591,2,4,0,0,9
52593,14,5,44,38,23
52598,0,1,0,9,0
52600,0,1,0,7,0
52601,19,4,36,14,136
52606,11,2,0,4,1
52608,3,2,0,0,10
52611,0,1,0,4,0
52613,0,1,0,5,0
52625,0,1,0,0,0
52629,0,1,0,0,0
52632,19,5,26,42,21
52635,0,1,0,11,0
52636,15,5,6,72,67
52638,18,10,22,19,9
52640,0,1,0,5,0
52644,21,6,13,54,46
52647,9,3,36,5,0
52651,23,13,44,60,41
52652,22,11,36,44,144
52653,0,1,0,0,14
52654,0,1,0,6,0
52659,0,1,0,0,0
52663,16,4,7,3,15
52668,0,1,0,0,2
52671,0,1,0,0,0
52674,18,6,1,59,9
52676,13,2,22,1,0
52678,17,8,0,31,16
52679,8,2,58,12,0
52681,0,1,0,8,0
52682,26,10,41,78,73
52683,1,2,0,8,0
52684,0,1,0,0,29
52685,0,1,0,0,0
52688,0,1,0,0,7
52701,0,1,0,0,0
52702,9,4,0,55,2
52704,1,2,0,2,0
52705,0,1,0,0,0
52706,0,1,0,0,1
52712,0,1,0,0,0
52714,0,1,0,0,30
52715,18,7,29,12,20
52719,17,4,6,4,5
52720,5,2,0,0,5
52724,19,4,26,17,73
52725,14,2,39,41,0
52726,23,10,22,9,80
52727,0,1,0,0,0
52728,0,1,0,1,0
52729,0,1,0,0,32
52734,0,1,0,0,65
52736,0,1,0,0,0
52742,0,1,0,0,0
52743,15,6,11,22,0
52748,0,1,0,3,0
52753,0,1,6,0,0
52754,18,11,0,49,46
52755,0,1,0,0,0
52756,0,1,0,0,2
52759,12,7,37,7,0
52760,0,1,0,0,2
52762,0,1,97,0,0
52765,16,6,0,37,26
52769,22,9,66,98,37
52771,6,2,0,41,12
52772,0,1,0,0,0
52780,10,3,19,24,0
52791,0,1,0,0,0
52795,12,4,17,12,0
52796,0,1,0,0,0
52797,0,1,0,0,0
52801,0,1,0,0,8
52802,15,2,8,8,0
52803,0,1,0,0,0
52804,0,1,0,0,0
52805,17,7,30,65,0
52806,0,1,0,9,0
52807,0,1,0,0,0
52810,15,7,6,1,0
52813,0,1,0,0,15
52814,0,1,0,12,0
52818,20,5,18,15,1
52819,0,1,0,3,0
52820,0,1,0,0,0
52821,25,24,26,120,18
52823,14,4,20,16,13
52827,0,1,0,6,0
52831,15,2,2,48,0
52832,0,1,0,4,0
52836,0,1,0,0,0
52837,13,7,0,133,47
52841,15,4,31,14,3
52848,0,1,0,0,2
52850,9,5,0,35,33
52851,0,1,0,1,0
52856,0,1,0,0,90
52857,10,6,10,45,0
52858,20,2,0,0,0
52862,0,2,0,0,36
52863,8,2,0,0,0
52864,0,1,0,0,0
52867,0,1,0,0,0
52875,14,3,0,32,6
52879,17,3,6,11,5
52888,0,1,0,5,0
52899,15,4,21,8,0
52901,15,6,49,48,0
52904,0,1,0,0,1
52906,0,1,0,0,0
52907,22,6,7,6,5
52908,24,8,80,15,77
52912,0,1,0,0,0
52915,16,3,13,53,3
52918,0,1,0,0,0
52919,7,2,0,4,10
52921,0,1,0,0,0
52922,17,5,31,2,60
52923,0,1,0,71,0
52925,9,3,0,47,2
52926,0,1,0,0,0
52927,7,2,2,1,0
52928,0,1,0,0,16
52929,0,1,0,0,2
52930,0,1,0,6,0
52936,0,1,0,0,0
52938,0,1,0,0,3
52941,0,1,0,0,3
52944,0,1,0,0,0
52948,0,1,0,7,0
52949,0,1,0,0,0
52950,0,1,0,0,0
52951,0,1,0,0,0
52954,4,3,0,9,5
52957,3,2,0,0,8
52960,0,1,0,0,16
52963,13,3,50,7,0
52965,21,4,18,33,38
52967,18,2,0,0,8
52970,26,5,35,4,9
52973,0,1,0,0,0
52974,0,1,0,3,0
52977,0,2,0,5,0
52980,0,1,0,8,0
52982,4,3,0,0,6
52983,0,1,0,0,0
52987,0,1,0,0,6
52996,0,1,0,0,0
52999,3,2,0,2,0
53006,0,1,0,0,0
53008,0,1,0,0,2
53011,0,1,0,0,0
53012,0,1,0,0,0
53015,0,1,0,0,0
53018,23,4,5,11,47
53019,0,1,0,0,2
53021,1,2,0,0,9
53023,9,4,0,0,17
53026,0,1,0,0,0
53031,18,4,4,1,0
53032,0,1,0,1,0
53034,0,2,2,0,0
53036,0,2,0,0,9
53038,0,2,19,0,0
53039,11,4,113,146,0
53044,19,4,93,29,37
53045,8,4,46,64,0
53052,0,1,0,2,0
53055,6,3,41,0,0
53056,0,1,16,0,0
53059,0,1,0,0,0
53060,0,1,90,0,0
53061,1,2,13,0,0
53064,0,1,0,0,0
53066,1,2,72,0,0
53068,0,1,0,0,2
53076,23,8,6,204,244
53080,0,1,2,0,0
53081,24,14,30,326,141
53083,0,1,8,0,0
53087,5,3,99,55,0
53095,23,8,35,8,34
53099,13,4,14,95,0
53104,16,4,15,4,5
53105,29,10,101,3,83
53109,22,6,75,0,0
53112,28,6,34,25,57
53113,0,1,0,0,0
53114,5,4,6,12,0
53116,16,3,38,0,19
53117,18,4,5,0,30
53120,20,9,6,7,295
53122,0,1,0,0,0
53123,10,3,25,13,0
53126,0,1,0,0,0
53137,0,1,2,0,0
53138,0,1,0,0,0
53141,3,3,0,84,0
53144,7,2,23,0,0
53150,0,1,0,0,0
53152,6,4,43,0,0
53154,0,1,0,0,0
53156,0,1,21,0,0
53157,20,5,73,1,6
53162,27,14,193,84,95
53164,0,1,2,0,0
53165,0,1,4,0,0
53173,14,3,7,19,0
53180,0,1,0,0,0
53182,18,2,0,5,0
53183,8,3,29,0,0
53187,24,5,15,3,0
53189,8,3,14,0,0
53190,15,4,1,21,45
53195,0,1,0,0,0
53203,0,1,7,0,0
53204,0,1,1,0,0
53205,25,9,92,17,31
53207,0,1,7,0,0
53208,0,1,0,0,0
53212,0,1,9,0,0
53213,11,2,11,2,0
53214,0,1,0,0,0
53220,0,1,13,0,0
53221,25,8,134,6,45
53227,0,1,0,0,0
53228,0,1,11,0,0
53231,18,4,67,11,0
53234,0,1,16,0,0
53236,0,1,0,6,0
53241,0,1,4,0,0
53245,15,5,72,7,0
53248,0,1,0,0,0
53249,0,2,0,0,3
53250,0,1,4,0,0
53252,6,2,29,0,0
53253,29,16,59,40,38
53264,7,3,2,6,0
53265,5,2,7,0,0
53268,0,1,3,0,0
53272,2,2,33,0,0
53273,0,2,8,0,0
53276,22,3,25,0,67
53277,0,1,9,0,0
53282,0,1,7,0,0
53283,0,1,2,0,0
53284,0,1,0,1,0
53286,0,1,0,0,0
53287,0,1,7,0,0
53289,1,2,0,0,0
53290,5,3,4,5,0
53292,0,2,0,7,0
53293,2,2,0,47,0
53297,15,8,245,5,142
53299,8,2,0,3,0
53302,6,3,2,0,0
53310,22,14,9,72,188
53314,15,2,0,0,2
53315,0,1,8,0,0
53316,0,1,12,0,0
53323,16,4,10,2,0
53327,7,2,21,0,0
53328,0,2,0,0,8
53334,18,2,24,11,0
53341,12,3,21,9,0
53343,4,3,0,2,7
53344,0,1,3,0,0
53348,0,2,7,0,0
53349,13,2,4,0,5
53353,0,1,4,0,0
53355,16,3,2,6,1
53357,0,1,0,0,0
53359,7,2,0,0,0
53361,11,2,6,1,0
53363,2,2,14,5,0
53366,25,10,17,24,25
53367,20,5,99,10,25
53375,0,1,39,0,0
53376,1,2,0,2,0
53384,0,1,8,0,0
53388,0,1,0,0,0
53391,23,5,5,1,13
53395,9,4,41,0,0
53400,0,1,2,0,0
53405,0,1,0,0,0
53408,0,1,1,0,0
53413,0,1,0,0,5
53417,0,1,0,0,0
53425,28,6,118,0,225
53430,11,4,71,130,0
53431,14,6,56,6,0
53436,0,1,13,0,0
53438,0,1,0,0,0
53443,0,1,0,0,2
53448,0,1,9,0,0
53450,14,3,0,12,18
53463,1,2,45,0,0
53466,26,6,30,114,40
53467,15,2,4,0,0
53468,0,1,6,0,0
53473,7,2,0,0,10
53476,0,1,0,0,0
53477,14,6,2,65,24
53480,28,4,22,0,1
53481,4,2,5,0,0
53486,10,3,78,0,0
53487,25,10,52,3,3
53489,0,1,0,0,0
53490,11,5,37,41,15
53492,26,4,0,241,2
53494,12,3,0,0,3
53495,0,1,21,0,0
53498,16,3,7,0,20
53508,0,1,0,0,0
53510,21,2,2,0,3
53515,2,3,13,0,0
53518,0,1,21,0,0
53524,26,8,72,0,108
53529,0,1,2,0,0
53531,3,2,10,0,0
53533,0,1,7,0,0
53536,9,2,10,4,0
53539,26,5,59,0,18
53541,18,6,113,6,43
