enrollment_id,navigate,access,problem,page_close,video,discussion,wiki,server,browser
9695,13.0,10.0,0.0,4.0,0.0,5.0,2.0,29.0,5.0
9698,5.0,59.0,12.0,18.0,18.0,0.0,0.0,54.0,58.0
9704,22.0,72.0,48.0,32.0,16.0,6.0,0.0,107.0,89.0
9706,30.0,69.0,145.0,9.0,3.0,48.0,2.0,159.0,147.0
9707,7.0,27.0,5.0,15.0,8.0,0.0,0.0,31.0,31.0
9710,2.0,5.0,19.0,1.0,0.0,0.0,0.0,10.0,17.0
9711,32.0,82.0,22.0,10.0,6.0,15.0,4.0,135.0,36.0
9712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9714,19.0,236.0,222.0,74.0,75.0,95.0,2.0,234.0,489.0
9725,36.0,137.0,31.0,89.0,26.0,16.0,1.0,183.0,153.0
9732,11.0,131.0,22.0,102.0,37.0,0.0,0.0,142.0,161.0
9733,8.0,11.0,0.0,6.0,2.0,1.0,1.0,21.0,8.0
9734,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
9735,5.0,7.0,94.0,2.0,1.0,0.0,0.0,13.0,96.0
9737,36.0,169.0,23.0,101.0,40.0,10.0,2.0,211.0,170.0
9738,21.0,110.0,11.0,87.0,63.0,16.0,1.0,143.0,166.0
9742,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
9743,11.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,1.0
9745,22.0,38.0,38.0,22.0,11.0,78.0,2.0,136.0,75.0
9749,28.0,86.0,12.0,72.0,51.0,33.0,0.0,147.0,135.0
9750,25.0,72.0,30.0,40.0,25.0,13.0,2.0,115.0,92.0
9758,6.0,5.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0
9761,3.0,29.0,0.0,10.0,6.0,0.0,0.0,32.0,16.0
9763,16.0,89.0,13.0,64.0,47.0,33.0,1.0,139.0,124.0
9764,20.0,184.0,45.0,137.0,39.0,5.0,0.0,206.0,224.0
9765,15.0,36.0,21.0,1.0,4.0,0.0,2.0,42.0,37.0
9766,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
9772,23.0,56.0,6.0,6.0,6.0,0.0,0.0,79.0,18.0
9775,12.0,35.0,2.0,24.0,16.0,6.0,7.0,60.0,42.0
9776,2.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0
9777,51.0,178.0,33.0,143.0,66.0,223.0,1.0,450.0,245.0
9779,6.0,10.0,0.0,5.0,5.0,0.0,0.0,12.0,14.0
9782,7.0,27.0,25.0,19.0,9.0,0.0,0.0,33.0,54.0
9787,28.0,156.0,233.0,2.0,12.0,13.0,4.0,169.0,279.0
9789,10.0,88.0,184.0,42.0,16.0,0.0,0.0,72.0,268.0
9792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9794,20.0,118.0,62.0,12.0,23.0,0.0,0.0,103.0,132.0
9798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9799,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
9804,27.0,231.0,396.0,81.0,69.0,41.0,3.0,258.0,590.0
9806,24.0,28.0,12.0,5.0,5.0,0.0,0.0,52.0,22.0
9815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9819,9.0,5.0,0.0,1.0,1.0,0.0,0.0,14.0,2.0
9821,20.0,93.0,35.0,54.0,54.0,1.0,1.0,91.0,167.0
9826,32.0,144.0,23.0,69.0,25.0,47.0,1.0,207.0,134.0
9831,31.0,221.0,184.0,74.0,86.0,31.0,6.0,176.0,457.0
9832,10.0,60.0,22.0,52.0,40.0,4.0,0.0,75.0,113.0
9833,10.0,59.0,75.0,38.0,25.0,2.0,0.0,72.0,137.0
9835,58.0,178.0,57.0,101.0,35.0,97.0,3.0,317.0,212.0
9837,1.0,6.0,6.0,2.0,1.0,0.0,0.0,6.0,10.0
9842,33.0,94.0,46.0,9.0,1.0,7.0,1.0,127.0,64.0
9848,6.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
9850,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
9851,10.0,7.0,6.0,6.0,4.0,0.0,1.0,19.0,15.0
9855,19.0,5.0,0.0,1.0,1.0,0.0,0.0,24.0,2.0
9862,10.0,31.0,4.0,5.0,4.0,20.0,4.0,65.0,13.0
9863,37.0,84.0,17.0,31.0,10.0,249.0,13.0,382.0,59.0
9866,6.0,6.0,0.0,2.0,1.0,0.0,0.0,12.0,3.0
9871,4.0,7.0,15.0,4.0,1.0,0.0,0.0,11.0,20.0
9878,7.0,33.0,32.0,4.0,2.0,0.0,2.0,38.0,42.0
9880,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9883,20.0,64.0,67.0,40.0,14.0,62.0,2.0,147.0,122.0
9886,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
9887,55.0,389.0,109.0,99.0,80.0,18.0,7.0,355.0,402.0
9890,2.0,5.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0
9893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9894,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0
9895,41.0,140.0,114.0,112.0,65.0,8.0,0.0,189.0,291.0
9896,30.0,78.0,45.0,21.0,6.0,99.0,1.0,193.0,87.0
9898,91.0,240.0,53.0,29.0,18.0,46.0,3.0,383.0,97.0
9899,11.0,66.0,38.0,11.0,1.0,31.0,2.0,81.0,79.0
9905,30.0,192.0,100.0,90.0,68.0,5.0,1.0,146.0,340.0
9907,7.0,16.0,41.0,2.0,0.0,0.0,0.0,20.0,46.0
9910,22.0,65.0,20.0,37.0,18.0,1.0,0.0,73.0,90.0
9911,10.0,18.0,0.0,8.0,2.0,0.0,0.0,26.0,12.0
9913,45.0,141.0,83.0,36.0,100.0,41.0,1.0,139.0,308.0
9915,69.0,29.0,0.0,5.0,2.0,4.0,1.0,89.0,21.0
9917,24.0,69.0,21.0,52.0,29.0,19.0,1.0,117.0,98.0
9919,6.0,18.0,21.0,10.0,7.0,0.0,0.0,21.0,41.0
9920,19.0,19.0,2.0,12.0,11.0,1.0,0.0,35.0,29.0
9921,45.0,203.0,229.0,22.0,14.0,13.0,10.0,249.0,287.0
9925,2.0,10.0,4.0,5.0,4.0,0.0,0.0,13.0,12.0
9932,3.0,16.0,0.0,6.0,12.0,0.0,0.0,10.0,27.0
9933,6.0,39.0,25.0,4.0,2.0,0.0,0.0,43.0,33.0
9935,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
9937,3.0,3.0,0.0,2.0,2.0,0.0,0.0,6.0,4.0
9938,2.0,6.0,5.0,5.0,4.0,0.0,0.0,9.0,13.0
9941,27.0,276.0,252.0,66.0,53.0,59.0,6.0,203.0,536.0
9956,21.0,86.0,39.0,77.0,34.0,9.0,1.0,117.0,150.0
9959,12.0,51.0,2.0,29.0,18.0,0.0,0.0,63.0,49.0
9960,60.0,274.0,98.0,3.0,27.0,223.0,7.0,424.0,268.0
9966,1.0,5.0,0.0,2.0,1.0,0.0,0.0,6.0,3.0
9968,2.0,12.0,0.0,1.0,6.0,0.0,0.0,9.0,12.0
9972,9.0,33.0,0.0,14.0,17.0,1.0,0.0,28.0,46.0
9977,38.0,88.0,14.0,34.0,6.0,63.0,3.0,177.0,69.0
9979,22.0,112.0,4.0,1.0,32.0,1.0,4.0,88.0,88.0
9981,16.0,101.0,22.0,6.0,0.0,37.0,1.0,155.0,28.0
9983,1.0,3.0,0.0,2.0,1.0,0.0,0.0,4.0,3.0
9985,29.0,177.0,24.0,7.0,4.0,56.0,3.0,192.0,108.0
9986,4.0,11.0,24.0,0.0,0.0,0.0,0.0,17.0,22.0
9989,16.0,38.0,116.0,21.0,6.0,10.0,0.0,71.0,136.0
9990,7.0,11.0,4.0,2.0,0.0,2.0,0.0,21.0,5.0
9991,22.0,189.0,180.0,22.0,44.0,0.0,0.0,138.0,319.0
9997,17.0,126.0,0.0,80.0,64.0,2.0,0.0,123.0,166.0
9998,12.0,22.0,10.0,9.0,1.0,6.0,0.0,40.0,20.0
9999,9.0,58.0,18.0,15.0,6.0,5.0,0.0,63.0,48.0
10000,18.0,97.0,134.0,37.0,28.0,0.0,0.0,102.0,212.0
10001,27.0,69.0,37.0,28.0,12.0,92.0,6.0,173.0,98.0
10002,2.0,5.0,0.0,3.0,2.0,0.0,0.0,7.0,5.0
10003,4.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0
10004,27.0,54.0,24.0,24.0,16.0,58.0,5.0,145.0,63.0
10007,15.0,8.0,0.0,5.0,2.0,35.0,2.0,60.0,7.0
10011,3.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,2.0
10012,39.0,156.0,136.0,90.0,40.0,80.0,1.0,252.0,290.0
10017,15.0,42.0,4.0,30.0,21.0,16.0,0.0,74.0,54.0
10019,14.0,37.0,8.0,19.0,11.0,0.0,1.0,51.0,39.0
10022,1.0,5.0,0.0,4.0,3.0,0.0,0.0,6.0,7.0
10028,35.0,148.0,114.0,76.0,89.0,7.0,0.0,138.0,331.0
10032,7.0,20.0,22.0,0.0,0.0,0.0,0.0,26.0,23.0
10041,6.0,20.0,10.0,10.0,2.0,0.0,0.0,22.0,26.0
10042,74.0,93.0,12.0,50.0,5.0,290.0,4.0,455.0,73.0
10044,28.0,91.0,74.0,26.0,8.0,22.0,0.0,131.0,118.0
10048,10.0,15.0,7.0,10.0,3.0,12.0,0.0,35.0,22.0
10051,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10052,4.0,12.0,0.0,8.0,7.0,0.0,0.0,16.0,15.0
10060,15.0,149.0,87.0,27.0,51.0,5.0,0.0,129.0,205.0
10065,25.0,71.0,162.0,41.0,19.0,50.0,2.0,161.0,209.0
10068,7.0,8.0,0.0,5.0,2.0,0.0,0.0,15.0,7.0
10070,32.0,196.0,301.0,123.0,68.0,7.0,19.0,250.0,496.0
10078,10.0,74.0,161.0,18.0,29.0,10.0,1.0,58.0,245.0
10079,12.0,16.0,20.0,11.0,7.0,0.0,0.0,33.0,33.0
10084,54.0,741.0,485.0,195.0,161.0,236.0,2.0,653.0,1221.0
10089,2.0,24.0,0.0,6.0,6.0,0.0,0.0,26.0,12.0
10090,34.0,75.0,9.0,46.0,39.0,38.0,0.0,147.0,94.0
10091,11.0,86.0,70.0,3.0,16.0,3.0,0.0,79.0,110.0
10093,4.0,27.0,0.0,15.0,1.0,0.0,0.0,30.0,17.0
10095,22.0,81.0,77.0,41.0,20.0,26.0,2.0,115.0,154.0
10096,87.0,355.0,204.0,115.0,96.0,55.0,3.0,406.0,509.0
10099,32.0,18.0,0.0,13.0,2.0,9.0,0.0,59.0,15.0
10100,35.0,113.0,65.0,51.0,55.0,14.0,4.0,127.0,210.0
10104,33.0,304.0,204.0,85.0,5.0,111.0,1.0,299.0,444.0
10105,9.0,40.0,1.0,9.0,9.0,0.0,0.0,47.0,21.0
10106,17.0,161.0,29.0,40.0,37.0,8.0,0.0,129.0,163.0
10108,4.0,19.0,2.0,9.0,7.0,2.0,11.0,36.0,18.0
10110,4.0,36.0,0.0,1.0,2.0,2.0,0.0,41.0,4.0
10112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10117,2.0,6.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0
10120,14.0,38.0,105.0,24.0,18.0,41.0,5.0,92.0,153.0
10122,40.0,162.0,132.0,98.0,21.0,95.0,14.0,282.0,280.0
10124,11.0,123.0,46.0,50.0,76.0,33.0,1.0,110.0,230.0
10126,12.0,50.0,55.0,28.0,17.0,10.0,2.0,69.0,105.0
10129,16.0,32.0,74.0,21.0,16.0,0.0,2.0,56.0,105.0
10130,23.0,28.0,8.0,6.0,4.0,0.0,0.0,51.0,18.0
10131,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0
10133,13.0,36.0,19.0,6.0,1.0,4.0,2.0,58.0,23.0
10136,6.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
10138,3.0,9.0,0.0,2.0,2.0,0.0,0.0,12.0,4.0
10141,25.0,112.0,280.0,60.0,28.0,0.0,0.0,117.0,388.0
10142,11.0,28.0,22.0,9.0,3.0,5.0,5.0,48.0,35.0
10143,31.0,143.0,48.0,71.0,0.0,22.0,3.0,157.0,161.0
10145,1.0,11.0,0.0,9.0,6.0,0.0,0.0,11.0,16.0
10146,15.0,73.0,2.0,55.0,47.0,0.0,0.0,84.0,108.0
10147,5.0,30.0,15.0,11.0,6.0,0.0,0.0,26.0,41.0
10148,44.0,162.0,211.0,45.0,45.0,20.0,2.0,172.0,357.0
10150,7.0,67.0,20.0,57.0,34.0,5.0,1.0,79.0,112.0
10154,7.0,92.0,31.0,63.0,14.0,2.0,0.0,100.0,109.0
10160,42.0,166.0,43.0,56.0,5.0,77.0,1.0,257.0,133.0
10161,13.0,58.0,38.0,20.0,8.0,4.0,1.0,55.0,87.0
10164,4.0,6.0,0.0,3.0,2.0,0.0,0.0,10.0,5.0
10167,97.0,266.0,97.0,108.0,66.0,49.0,3.0,335.0,351.0
10169,22.0,79.0,27.0,39.0,44.0,13.0,6.0,93.0,137.0
10170,7.0,13.0,0.0,9.0,3.0,1.0,0.0,21.0,12.0
10172,9.0,8.0,0.0,2.0,2.0,0.0,0.0,16.0,5.0
10177,61.0,352.0,177.0,105.0,70.0,53.0,1.0,359.0,460.0
10178,5.0,7.0,4.0,2.0,2.0,1.0,3.0,17.0,7.0
10179,4.0,28.0,55.0,3.0,4.0,0.0,0.0,21.0,73.0
10185,8.0,14.0,1.0,10.0,5.0,0.0,2.0,24.0,16.0
10186,4.0,6.0,5.0,1.0,1.0,0.0,1.0,10.0,8.0
10187,6.0,18.0,5.0,3.0,3.0,0.0,0.0,24.0,11.0
10192,68.0,565.0,30.0,17.0,59.0,122.0,1.0,671.0,191.0
10193,35.0,89.0,26.0,38.0,0.0,3.0,0.0,96.0,95.0
10194,19.0,106.0,52.0,14.0,18.0,2.0,2.0,133.0,80.0
10198,68.0,260.0,56.0,16.0,6.0,195.0,1.0,521.0,81.0
10200,14.0,93.0,40.0,53.0,32.0,3.0,1.0,94.0,142.0
10202,15.0,34.0,0.0,16.0,3.0,1.0,1.0,49.0,21.0
10204,22.0,58.0,40.0,37.0,16.0,2.0,3.0,88.0,90.0
10210,8.0,23.0,15.0,15.0,9.0,3.0,1.0,33.0,41.0
10211,21.0,126.0,33.0,96.0,47.0,7.0,0.0,150.0,180.0
10212,7.0,27.0,12.0,12.0,7.0,9.0,1.0,40.0,35.0
10213,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
10214,2.0,6.0,0.0,1.0,3.0,0.0,0.0,5.0,7.0
10215,60.0,88.0,12.0,14.0,7.0,1.0,3.0,147.0,38.0
10218,12.0,29.0,0.0,12.0,5.0,1.0,1.0,41.0,19.0
10219,14.0,59.0,18.0,27.0,7.0,2.0,0.0,62.0,65.0
10223,16.0,33.0,2.0,14.0,17.0,2.0,1.0,39.0,46.0
10230,16.0,68.0,34.0,39.0,3.0,84.0,0.0,151.0,93.0
10232,23.0,48.0,25.0,28.0,14.0,20.0,2.0,83.0,77.0
10236,6.0,14.0,19.0,1.0,1.0,0.0,1.0,22.0,20.0
10237,16.0,192.0,59.0,56.0,97.0,5.0,0.0,103.0,322.0
10238,44.0,146.0,36.0,101.0,41.0,54.0,1.0,234.0,189.0
10245,48.0,117.0,49.0,47.0,37.0,6.0,8.0,154.0,158.0
10246,10.0,24.0,2.0,13.0,3.0,0.0,0.0,32.0,20.0
10251,57.0,353.0,77.0,14.0,97.0,29.0,2.0,327.0,302.0
10252,3.0,3.0,0.0,2.0,2.0,0.0,0.0,6.0,4.0
10253,4.0,20.0,5.0,10.0,8.0,0.0,0.0,24.0,23.0
10254,2.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0
10256,42.0,88.0,48.0,40.0,8.0,53.0,2.0,169.0,112.0
10264,3.0,4.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0
10270,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10271,16.0,48.0,27.0,19.0,9.0,12.0,4.0,64.0,71.0
10274,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10275,17.0,40.0,2.0,25.0,14.0,38.0,0.0,86.0,50.0
10279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10280,16.0,70.0,33.0,21.0,11.0,6.0,0.0,86.0,71.0
10282,2.0,18.0,0.0,9.0,7.0,0.0,0.0,20.0,16.0
10284,48.0,107.0,8.0,41.0,38.0,0.0,0.0,156.0,86.0
10289,4.0,14.0,6.0,12.0,6.0,0.0,0.0,19.0,23.0
10291,23.0,69.0,49.0,45.0,10.0,43.0,4.0,140.0,103.0
10293,18.0,206.0,104.0,20.0,41.0,24.0,2.0,207.0,208.0
10295,26.0,51.0,127.0,25.0,2.0,2.0,0.0,74.0,159.0
10296,62.0,89.0,61.0,55.0,21.0,33.0,4.0,173.0,152.0
10301,27.0,18.0,0.0,9.0,10.0,5.0,3.0,47.0,25.0
10302,15.0,74.0,50.0,30.0,30.0,10.0,1.0,79.0,131.0
10303,63.0,170.0,48.0,120.0,62.0,105.0,22.0,359.0,231.0
10307,11.0,25.0,0.0,16.0,11.0,1.0,0.0,36.0,28.0
10309,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0
10313,46.0,84.0,25.0,64.0,13.0,57.0,4.0,193.0,100.0
10314,24.0,86.0,41.0,65.0,40.0,0.0,0.0,113.0,143.0
10317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10320,33.0,62.0,18.0,53.0,39.0,134.0,1.0,231.0,109.0
10322,77.0,321.0,106.0,123.0,27.0,380.0,4.0,651.0,387.0
10323,33.0,436.0,342.0,44.0,48.0,113.0,6.0,363.0,659.0
10328,16.0,54.0,44.0,31.0,15.0,1.0,0.0,61.0,100.0
10329,4.0,12.0,0.0,9.0,5.0,2.0,0.0,18.0,14.0
10330,2.0,6.0,10.0,5.0,2.0,0.0,0.0,10.0,15.0
10331,4.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0
10335,32.0,160.0,36.0,6.0,10.0,3.0,0.0,194.0,53.0
10340,7.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
10342,3.0,5.0,0.0,3.0,2.0,0.0,0.0,8.0,5.0
10351,6.0,10.0,0.0,2.0,0.0,0.0,0.0,16.0,2.0
10357,15.0,52.0,61.0,25.0,7.0,32.0,1.0,104.0,89.0
10358,75.0,160.0,49.0,78.0,18.0,214.0,8.0,414.0,188.0
10359,22.0,78.0,12.0,31.0,8.0,22.0,1.0,123.0,51.0
10360,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
10361,14.0,68.0,26.0,59.0,0.0,15.0,1.0,97.0,86.0
10362,6.0,13.0,5.0,7.0,5.0,0.0,0.0,19.0,17.0
10367,10.0,39.0,15.0,12.0,7.0,8.0,0.0,44.0,47.0
10368,11.0,43.0,0.0,10.0,20.0,0.0,0.0,25.0,59.0
10369,4.0,18.0,23.0,16.0,14.0,0.0,0.0,26.0,49.0
10374,136.0,413.0,190.0,240.0,85.0,291.0,2.0,772.0,585.0
10377,3.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0
10382,13.0,23.0,0.0,13.0,11.0,4.0,1.0,35.0,30.0
10383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10386,4.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
10388,23.0,70.0,30.0,12.0,7.0,15.0,1.0,83.0,75.0
10389,42.0,161.0,45.0,12.0,6.0,60.0,4.0,266.0,64.0
10393,2.0,3.0,4.0,2.0,1.0,0.0,0.0,5.0,7.0
10395,6.0,13.0,0.0,6.0,2.0,0.0,0.0,19.0,8.0
10400,33.0,129.0,4.0,11.0,7.0,16.0,4.0,182.0,22.0
10401,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0
10405,4.0,6.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0
10406,23.0,38.0,0.0,7.0,7.0,2.0,3.0,66.0,14.0
10408,13.0,16.0,0.0,12.0,12.0,14.0,2.0,42.0,27.0
10415,27.0,125.0,140.0,42.0,49.0,34.0,0.0,140.0,277.0
10419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10421,36.0,296.0,150.0,58.0,104.0,41.0,1.0,180.0,506.0
10422,17.0,95.0,135.0,54.0,35.0,44.0,6.0,147.0,239.0
10424,35.0,109.0,50.0,13.0,8.0,6.0,2.0,157.0,66.0
10432,30.0,313.0,112.0,76.0,72.0,158.0,1.0,336.0,426.0
10433,15.0,218.0,62.0,34.0,37.0,0.0,0.0,177.0,189.0
10434,2.0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0
10441,19.0,62.0,40.0,30.0,18.0,1.0,2.0,76.0,96.0
10443,20.0,268.0,31.0,104.0,53.0,71.0,1.0,240.0,308.0
10455,15.0,53.0,33.0,5.0,15.0,14.0,5.0,65.0,75.0
10457,15.0,117.0,22.0,8.0,33.0,2.0,1.0,83.0,115.0
10458,5.0,3.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0
10462,9.0,76.0,0.0,40.0,40.0,5.0,1.0,66.0,105.0
10464,35.0,76.0,53.0,61.0,42.0,23.0,0.0,132.0,158.0
10466,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
10469,64.0,727.0,415.0,166.0,199.0,215.0,0.0,803.0,983.0
10470,1.0,6.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0
10472,14.0,61.0,20.0,23.0,14.0,5.0,1.0,70.0,68.0
10474,9.0,35.0,8.0,17.0,10.0,1.0,0.0,36.0,44.0
10481,36.0,70.0,40.0,12.0,4.0,26.0,3.0,128.0,63.0
10484,3.0,33.0,21.0,22.0,16.0,0.0,0.0,31.0,64.0
10487,3.0,7.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0
10488,61.0,525.0,477.0,160.0,109.0,146.0,11.0,486.0,1003.0
10489,25.0,69.0,39.0,9.0,5.0,31.0,1.0,107.0,72.0
10492,4.0,26.0,13.0,11.0,15.0,3.0,0.0,27.0,45.0
10500,25.0,111.0,102.0,8.0,4.0,1.0,1.0,131.0,121.0
10503,3.0,52.0,0.0,1.0,17.0,0.0,0.0,29.0,44.0
10504,15.0,49.0,16.0,31.0,13.0,32.0,0.0,95.0,61.0
10506,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
10509,15.0,37.0,30.0,1.0,1.0,9.0,2.0,56.0,39.0
10514,6.0,32.0,5.0,1.0,4.0,3.0,0.0,33.0,18.0
10522,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
10523,8.0,14.0,0.0,4.0,1.0,4.0,0.0,17.0,14.0
10528,5.0,10.0,4.0,4.0,3.0,7.0,0.0,23.0,10.0
10532,2.0,19.0,9.0,13.0,0.0,0.0,0.0,22.0,21.0
10535,10.0,28.0,34.0,2.0,2.0,2.0,0.0,32.0,46.0
10539,22.0,81.0,24.0,29.0,22.0,3.0,0.0,71.0,110.0
10542,13.0,59.0,20.0,38.0,18.0,1.0,0.0,61.0,88.0
10544,13.0,83.0,6.0,58.0,36.0,5.0,0.0,95.0,106.0
10546,33.0,113.0,69.0,53.0,31.0,22.0,2.0,173.0,150.0
10547,15.0,3.0,0.0,1.0,1.0,0.0,0.0,18.0,2.0
10554,35.0,40.0,0.0,1.0,0.0,0.0,0.0,75.0,1.0
10557,41.0,139.0,56.0,70.0,34.0,60.0,13.0,264.0,149.0
10559,5.0,11.0,0.0,10.0,8.0,3.0,1.0,20.0,18.0
10562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10565,57.0,295.0,524.0,13.0,43.0,24.0,0.0,300.0,656.0
10566,51.0,81.0,22.0,67.0,34.0,23.0,5.0,158.0,125.0
10568,4.0,16.0,2.0,0.0,0.0,0.0,0.0,17.0,5.0
10571,40.0,89.0,16.0,46.0,38.0,38.0,7.0,146.0,128.0
10573,50.0,225.0,172.0,72.0,81.0,85.0,3.0,268.0,420.0
10575,98.0,258.0,62.0,72.0,34.0,70.0,38.0,468.0,164.0
10576,26.0,30.0,17.0,13.0,8.0,36.0,13.0,107.0,36.0
10578,11.0,7.0,0.0,3.0,2.0,0.0,0.0,18.0,5.0
10583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10584,3.0,18.0,4.0,1.0,3.0,0.0,0.0,15.0,14.0
10585,44.0,146.0,35.0,95.0,32.0,79.0,6.0,275.0,162.0
10588,7.0,66.0,15.0,31.0,42.0,0.0,0.0,48.0,113.0
10589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10591,43.0,84.0,266.0,49.0,27.0,56.0,1.0,200.0,326.0
10593,14.0,31.0,12.0,9.0,4.0,2.0,5.0,52.0,25.0
10596,28.0,73.0,97.0,44.0,30.0,56.0,4.0,148.0,184.0
10597,48.0,322.0,310.0,13.0,83.0,51.0,4.0,253.0,578.0
10604,30.0,91.0,82.0,50.0,15.0,15.0,1.0,141.0,143.0
10606,8.0,39.0,14.0,24.0,8.0,0.0,0.0,40.0,53.0
10609,24.0,95.0,222.0,33.0,19.0,17.0,0.0,135.0,275.0
10611,20.0,49.0,9.0,42.0,27.0,5.0,2.0,76.0,78.0
10615,31.0,95.0,6.0,61.0,19.0,0.0,0.0,126.0,86.0
10619,20.0,59.0,35.0,32.0,18.0,24.0,0.0,93.0,95.0
10622,68.0,433.0,266.0,93.0,40.0,23.0,1.0,460.0,464.0
10623,11.0,19.0,0.0,9.0,1.0,6.0,0.0,34.0,12.0
10626,5.0,12.0,0.0,9.0,6.0,0.0,0.0,17.0,15.0
10632,17.0,60.0,22.0,48.0,20.0,32.0,1.0,110.0,90.0
10637,9.0,47.0,34.0,39.0,37.0,6.0,0.0,65.0,107.0
10642,5.0,15.0,0.0,8.0,2.0,0.0,0.0,20.0,10.0
10645,2.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0
10646,2.0,6.0,0.0,2.0,2.0,0.0,0.0,7.0,5.0
10650,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10651,31.0,80.0,80.0,19.0,44.0,185.0,3.0,260.0,182.0
10654,5.0,45.0,57.0,11.0,21.0,2.0,0.0,23.0,118.0
10655,17.0,55.0,2.0,27.0,7.0,10.0,1.0,79.0,40.0
10657,16.0,16.0,6.0,13.0,10.0,0.0,2.0,36.0,27.0
10658,8.0,17.0,8.0,2.0,0.0,0.0,0.0,25.0,10.0
10662,27.0,192.0,314.0,9.0,43.0,23.0,7.0,166.0,449.0
10663,3.0,15.0,0.0,12.0,10.0,0.0,0.0,18.0,22.0
10666,2.0,7.0,0.0,4.0,3.0,0.0,0.0,9.0,7.0
10667,15.0,43.0,23.0,19.0,9.0,0.0,0.0,42.0,67.0
10668,5.0,16.0,0.0,5.0,2.0,1.0,2.0,23.0,8.0
10669,31.0,80.0,33.0,3.0,2.0,162.0,4.0,278.0,37.0
10671,5.0,22.0,0.0,1.0,0.0,0.0,0.0,26.0,2.0
10672,20.0,43.0,0.0,35.0,28.0,0.0,0.0,60.0,66.0
10675,4.0,9.0,0.0,5.0,3.0,0.0,0.0,13.0,8.0
10676,15.0,70.0,41.0,3.0,3.0,1.0,0.0,76.0,57.0
10678,18.0,53.0,4.0,29.0,15.0,8.0,2.0,81.0,48.0
