enrollment_id,navigate,access,problem,page_close,video,discussion,wiki,server,browser,lastlog-firstlog,study days,early events,mid events,late events
27313,2.0,17.0,18.0,8.0,3.0,0.0,0.0,14.0,34.0,26,2,33,0,2
27314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27318,2.0,6.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,0,1,4,0,0
27321,5.0,5.0,0.0,2.0,0.0,0.0,0.0,10.0,2.0,6,4,0,0,3
27327,25.0,99.0,37.0,52.0,22.0,25.0,3.0,126.0,137.0,11,6,0,42,99
27328,13.0,7.0,0.0,4.0,2.0,1.0,3.0,24.0,6.0,0,2,0,0,6
27329,58.0,176.0,271.0,81.0,54.0,0.0,2.0,212.0,430.0,28,17,144,88,271
27330,13.0,15.0,1.0,1.0,0.0,0.0,0.0,28.0,2.0,9,4,4,6,0
27335,2.0,7.0,5.0,1.0,2.0,0.0,0.0,8.0,9.0,0,1,0,0,11
27338,11.0,18.0,12.0,6.0,4.0,0.0,0.0,22.0,29.0,11,3,0,4,30
27341,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,2,0,0,0
27342,12.0,118.0,17.0,75.0,20.0,0.0,0.0,129.0,113.0,25,9,78,15,64
27343,4.0,11.0,7.0,8.0,0.0,0.0,0.0,16.0,14.0,18,3,7,0,8
27345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27347,2.0,11.0,0.0,10.0,9.0,0.0,0.0,13.0,19.0,0,1,0,0,19
27351,45.0,180.0,97.0,60.0,0.0,46.0,4.0,246.0,186.0,26,17,76,18,156
27353,7.0,83.0,21.0,67.0,29.0,26.0,0.0,116.0,117.0,21,3,107,0,29
27357,7.0,26.0,16.0,19.0,13.0,0.0,0.0,34.0,47.0,23,3,12,0,38
27358,13.0,39.0,6.0,29.0,14.0,10.0,2.0,64.0,49.0,21,6,34,15,3
27361,20.0,79.0,18.0,65.0,25.0,28.0,2.0,127.0,110.0,26,6,71,10,34
27363,17.0,91.0,25.0,58.0,19.0,2.0,1.0,109.0,104.0,26,5,58,32,48
27367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27371,8.0,21.0,0.0,11.0,8.0,0.0,0.0,24.0,24.0,4,3,0,0,21
27373,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
27374,3.0,14.0,6.0,1.0,0.0,1.0,0.0,18.0,7.0,0,1,19,0,0
27377,7.0,19.0,0.0,10.0,4.0,5.0,0.0,31.0,14.0,3,2,18,0,0
27379,40.0,111.0,32.0,95.0,35.0,9.0,3.0,163.0,162.0,26,8,59,35,81
27380,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,24,2,0,0,1
27383,1.0,5.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,0,1,0,0,5
27385,3.0,8.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,24,2,0,0,7
27387,12.0,56.0,20.0,29.0,10.0,4.0,0.0,63.0,68.0,26,8,33,12,29
27390,1.0,4.0,3.0,3.0,1.0,2.0,0.0,7.0,7.0,0,1,7,0,0
27394,3.0,5.0,4.0,4.0,3.0,0.0,0.0,9.0,10.0,0,1,0,0,11
27397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27401,6.0,33.0,42.0,12.0,0.0,0.0,0.0,37.0,56.0,11,2,84,8,0
27402,3.0,5.0,0.0,3.0,1.0,0.0,0.0,8.0,4.0,22,3,2,0,2
27408,1.0,3.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0,1,0,0,4
27410,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
27411,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
27413,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,0,0,0
27414,2.0,11.0,0.0,3.0,5.0,0.0,0.0,11.0,10.0,0,1,0,0,13
27418,4.0,15.0,16.0,5.0,0.0,0.0,0.0,16.0,24.0,14,5,0,10,16
27419,5.0,32.0,4.0,16.0,8.0,0.0,0.0,38.0,27.0,22,3,39,0,1
27423,16.0,111.0,44.0,53.0,18.0,3.0,0.0,132.0,113.0,23,3,73,0,91
27424,11.0,53.0,0.0,5.0,6.0,7.0,0.0,69.0,13.0,7,5,0,0,53
27426,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0,1,1,0,0
27431,24.0,112.0,53.0,43.0,7.0,21.0,0.0,139.0,121.0,15,12,0,85,64
27433,19.0,69.0,21.0,47.0,22.0,4.0,0.0,89.0,93.0,27,8,55,28,32
27437,18.0,36.0,8.0,23.0,16.0,3.0,2.0,58.0,48.0,3,3,0,0,55
27442,14.0,141.0,88.0,67.0,74.0,7.0,0.0,108.0,283.0,19,7,227,30,5
27443,6.0,65.0,26.0,43.0,43.0,0.0,0.0,64.0,119.0,25,5,8,20,88
27445,7.0,27.0,2.0,2.0,1.0,17.0,0.0,49.0,7.0,19,3,16,6,3
27446,28.0,79.0,22.0,2.0,1.0,0.0,0.0,100.0,32.0,23,8,26,42,21
27451,14.0,63.0,24.0,9.0,0.0,11.0,1.0,86.0,36.0,27,8,23,45,24
27452,4.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0,1,0,0,4
27453,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,2,0,0,0
27454,7.0,58.0,1.0,31.0,31.0,2.0,0.0,48.0,82.0,6,5,0,0,78
27455,2.0,55.0,0.0,2.0,2.0,0.0,0.0,52.0,9.0,8,7,0,0,54
27459,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
27460,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
27463,14.0,128.0,48.0,10.0,25.0,6.0,0.0,100.0,131.0,9,7,0,0,177
27467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27471,26.0,126.0,12.0,1.0,0.0,34.0,0.0,185.0,14.0,5,7,0,0,135
27476,3.0,6.0,0.0,3.0,2.0,0.0,0.0,6.0,8.0,0,1,0,0,8
27478,35.0,167.0,56.0,78.0,57.0,72.0,6.0,210.0,261.0,17,6,166,0,110
27480,20.0,120.0,35.0,27.0,11.0,3.0,1.0,134.0,83.0,15,6,22,24,111
27481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27504,5.0,19.0,0.0,9.0,0.0,7.0,0.0,27.0,13.0,23,5,6,3,4
27507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,2,0,0,0
27514,7.0,11.0,0.0,3.0,3.0,0.0,1.0,19.0,6.0,2,2,9,3,0
27516,33.0,83.0,35.0,57.0,23.0,31.0,1.0,146.0,117.0,24,10,49,45,33
27518,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
27519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27522,6.0,12.0,0.0,8.0,6.0,0.0,1.0,18.0,15.0,0,2,14,2,0
27523,25.0,54.0,119.0,27.0,9.0,0.0,0.0,81.0,153.0,25,9,2,61,109
27524,17.0,4.0,0.0,0.0,0.0,12.0,1.0,34.0,0.0,0,1,0,0,2
27528,5.0,15.0,0.0,10.0,8.0,0.0,0.0,20.0,18.0,18,3,20,1,0
27532,11.0,40.0,33.0,15.0,4.0,2.0,1.0,38.0,68.0,1,3,0,0,73
27538,18.0,105.0,25.0,69.0,37.0,3.0,1.0,125.0,133.0,19,5,42,26,87
27541,20.0,68.0,148.0,46.0,20.0,3.0,1.0,107.0,199.0,28,9,21,58,144
27546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27547,6.0,10.0,0.0,3.0,1.0,0.0,0.0,11.0,9.0,15,2,0,0,9
27549,11.0,22.0,5.0,10.0,6.0,1.0,0.0,30.0,25.0,17,6,0,0,0
27554,16.0,23.0,1.0,14.0,9.0,38.0,13.0,86.0,28.0,10,3,0,0,0
27555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
27556,41.0,89.0,10.0,46.0,14.0,21.0,1.0,148.0,74.0,23,19,0,0,27
27558,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
27562,6.0,4.0,11.0,0.0,0.0,0.0,0.0,10.0,11.0,6,3,0,0,0
27565,5.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,9,4,0,0,0
27567,37.0,71.0,1.0,28.0,9.0,13.0,1.0,114.0,46.0,19,12,0,0,1
27571,15.0,65.0,34.0,20.0,27.0,39.0,2.0,95.0,107.0,4,4,0,102,0
27572,10.0,43.0,42.0,16.0,9.0,0.0,0.0,45.0,75.0,15,6,0,0,13
27573,26.0,66.0,28.0,31.0,7.0,13.0,2.0,100.0,73.0,16,7,0,0,10
27574,16.0,39.0,0.0,20.0,12.0,4.0,1.0,55.0,37.0,13,10,0,0,0
27576,20.0,45.0,7.0,24.0,15.0,37.0,13.0,102.0,59.0,21,4,0,0,18
27579,13.0,66.0,10.0,18.0,16.0,2.0,0.0,67.0,58.0,12,5,0,0,17
27585,33.0,98.0,1.0,28.0,24.0,9.0,1.0,112.0,82.0,20,14,0,0,5
27586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27589,14.0,25.0,11.0,13.0,8.0,3.0,1.0,40.0,35.0,22,7,0,0,11
27597,14.0,38.0,25.0,12.0,11.0,3.0,2.0,42.0,63.0,20,3,11,53,4
27599,27.0,45.0,14.0,11.0,6.0,2.0,3.0,72.0,36.0,13,5,0,0,18
27600,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7,2,0,0,0
27602,27.0,61.0,17.0,23.0,17.0,25.0,7.0,112.0,65.0,26,11,0,0,18
27608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27609,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27611,12.0,32.0,10.0,18.0,19.0,7.0,0.0,44.0,54.0,17,4,0,0,17
27613,3.0,6.0,0.0,4.0,3.0,0.0,0.0,9.0,7.0,15,3,0,0,0
27618,20.0,26.0,38.0,13.0,8.0,15.0,0.0,55.0,65.0,11,5,0,0,0
27622,16.0,104.0,189.0,38.0,32.0,11.0,0.0,107.0,283.0,11,4,112,162,31
27624,12.0,20.0,0.0,11.0,6.0,0.0,0.0,32.0,17.0,4,4,0,0,0
27627,9.0,11.0,0.0,3.0,2.0,0.0,0.0,20.0,5.0,6,3,0,0,3
27631,21.0,94.0,15.0,36.0,45.0,28.0,5.0,109.0,135.0,3,3,0,0,0
27635,28.0,49.0,16.0,30.0,16.0,8.0,3.0,84.0,66.0,21,5,0,0,16
27637,9.0,29.0,5.0,11.0,14.0,2.0,2.0,32.0,40.0,6,2,0,0,0
27638,43.0,68.0,23.0,35.0,17.0,0.0,0.0,104.0,82.0,15,15,0,0,30
27640,21.0,47.0,11.0,21.0,13.0,28.0,4.0,87.0,58.0,14,6,0,0,0
27645,23.0,55.0,17.0,24.0,7.0,61.0,3.0,136.0,54.0,18,5,0,0,35
27652,26.0,48.0,7.0,26.0,12.0,3.0,1.0,75.0,48.0,24,17,0,0,30
27655,4.0,14.0,8.0,6.0,4.0,3.0,0.0,16.0,23.0,6,3,0,0,0
27661,36.0,81.0,10.0,36.0,26.0,26.0,2.0,118.0,99.0,19,9,0,0,0
27662,3.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,13,2,0,0,0
27665,41.0,42.0,2.0,1.0,4.0,17.0,3.0,98.0,12.0,13,8,0,0,9
27675,27.0,30.0,6.0,8.0,4.0,4.0,6.0,60.0,25.0,10,5,0,0,0
27679,8.0,8.0,0.0,5.0,2.0,0.0,0.0,16.0,7.0,25,8,4,0,2
27680,37.0,294.0,362.0,114.0,96.0,44.0,4.0,307.0,644.0,20,16,189,246,277
27681,11.0,33.0,8.0,22.0,12.0,1.0,0.0,44.0,43.0,27,10,0,0,30
27684,21.0,62.0,11.0,13.0,14.0,3.0,2.0,56.0,70.0,15,5,0,0,0
27689,12.0,22.0,3.0,12.0,10.0,8.0,6.0,41.0,32.0,9,3,0,0,0
27690,3.0,7.0,0.0,4.0,1.0,0.0,0.0,8.0,7.0,0,1,0,0,0
27691,41.0,198.0,77.0,106.0,51.0,33.0,3.0,231.0,278.0,20,7,67,146,61
27692,16.0,49.0,0.0,21.0,8.0,0.0,0.0,57.0,37.0,16,7,0,0,0
27695,33.0,110.0,14.0,33.0,20.0,122.0,31.0,271.0,92.0,20,5,0,0,24
27696,15.0,39.0,8.0,24.0,15.0,3.0,12.0,62.0,54.0,24,4,0,0,35
27700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27704,58.0,143.0,24.0,63.0,37.0,30.0,6.0,196.0,165.0,26,17,0,0,13
27705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27712,4.0,8.0,0.0,6.0,4.0,1.0,0.0,13.0,10.0,2,3,0,0,0
27715,2.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,0,1,0,0,4
27716,9.0,13.0,6.0,6.0,6.0,0.0,0.0,19.0,21.0,0,1,0,0,0
27720,18.0,22.0,3.0,10.0,8.0,17.0,3.0,51.0,30.0,20,5,0,0,2
27721,17.0,27.0,12.0,12.0,5.0,0.0,0.0,42.0,31.0,16,7,0,0,0
27726,9.0,31.0,11.0,16.0,10.0,10.0,6.0,50.0,43.0,0,2,0,0,0
27727,8.0,6.0,0.0,0.0,0.0,5.0,0.0,18.0,1.0,13,4,0,0,0
27730,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27731,34.0,81.0,6.0,19.0,12.0,10.0,0.0,104.0,58.0,17,7,0,0,0
27738,5.0,27.0,1.0,12.0,8.0,1.0,0.0,22.0,32.0,8,2,0,0,0
27743,19.0,41.0,14.0,17.0,11.0,6.0,2.0,57.0,53.0,16,7,0,0,0
27744,73.0,102.0,34.0,9.0,29.0,143.0,9.0,305.0,94.0,27,16,0,0,35
27746,9.0,16.0,0.0,9.0,3.0,1.0,0.0,24.0,14.0,1,2,0,14,0
27748,6.0,7.0,0.0,3.0,1.0,0.0,0.0,13.0,4.0,0,1,0,5,0
27750,2.0,6.0,0.0,2.0,1.0,1.0,0.0,9.0,3.0,0,1,0,0,0
27756,31.0,71.0,13.0,27.0,21.0,15.0,16.0,120.0,74.0,13,5,0,0,20
27762,16.0,191.0,126.0,54.0,39.0,9.0,1.0,129.0,307.0,14,8,95,236,0
27765,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,0
27769,4.0,9.0,0.0,2.0,2.0,0.0,0.0,11.0,6.0,15,2,0,0,0
27771,54.0,115.0,21.0,62.0,29.0,45.0,16.0,220.0,122.0,28,17,0,0,81
27774,10.0,11.0,6.0,5.0,3.0,0.0,0.0,21.0,14.0,0,1,0,0,0
27775,7.0,21.0,0.0,8.0,9.0,14.0,2.0,38.0,23.0,16,4,0,0,0
27776,7.0,2.0,0.0,1.0,0.0,2.0,2.0,13.0,1.0,0,1,0,1,0
27782,5.0,9.0,0.0,2.0,5.0,1.0,1.0,12.0,11.0,0,1,0,0,0
27784,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,0,0
27785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27788,5.0,23.0,0.0,9.0,2.0,0.0,0.0,26.0,13.0,0,1,0,0,0
27792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27796,18.0,31.0,0.0,12.0,7.0,10.0,8.0,59.0,27.0,13,3,0,0,0
27798,30.0,150.0,200.0,51.0,39.0,9.0,1.0,170.0,310.0,6,5,0,0,359
27802,3.0,8.0,0.0,2.0,2.0,0.0,0.0,11.0,4.0,0,1,0,0,0
27804,2.0,12.0,0.0,3.0,3.0,0.0,0.0,13.0,7.0,0,1,0,0,0
27809,6.0,12.0,0.0,2.0,1.0,2.0,0.0,19.0,4.0,0,1,0,0,0
27814,4.0,23.0,0.0,7.0,8.0,0.0,0.0,20.0,22.0,13,3,0,0,0
27815,14.0,35.0,2.0,11.0,13.0,3.0,14.0,53.0,39.0,0,1,0,0,0
27818,14.0,28.0,2.0,17.0,12.0,13.0,1.0,53.0,34.0,20,7,0,0,23
27825,10.0,30.0,2.0,15.0,7.0,0.0,0.0,36.0,28.0,22,8,0,0,2
27827,2.0,19.0,8.0,6.0,12.0,0.0,0.0,9.0,38.0,0,1,0,0,0
27828,3.0,11.0,0.0,7.0,0.0,0.0,0.0,14.0,7.0,9,2,5,3,0
27829,5.0,21.0,8.0,6.0,10.0,13.0,1.0,30.0,34.0,14,2,0,0,0
27830,27.0,128.0,51.0,49.0,30.0,9.0,2.0,127.0,169.0,19,9,61,103,18
27834,35.0,235.0,121.0,23.0,44.0,75.0,10.0,307.0,236.0,28,12,144,123,92
27835,80.0,412.0,267.0,54.0,118.0,57.0,4.0,411.0,581.0,28,21,206,330,197
27837,3.0,9.0,3.0,7.0,5.0,4.0,0.0,16.0,15.0,0,1,0,0,0
27838,13.0,85.0,66.0,35.0,25.0,9.0,4.0,85.0,152.0,11,7,0,145,11
27851,34.0,53.0,1.0,26.0,16.0,11.0,19.0,105.0,55.0,22,9,0,0,13
27852,112.0,145.0,18.0,84.0,29.0,98.0,76.0,419.0,143.0,24,23,0,0,34
27854,14.0,46.0,15.0,17.0,20.0,5.0,0.0,45.0,72.0,1,2,0,0,0
27857,4.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,3.0,1,2,0,3,0
27858,7.0,48.0,11.0,15.0,24.0,1.0,1.0,37.0,70.0,3,2,0,0,0
27859,35.0,3.0,0.0,2.0,1.0,75.0,1.0,114.0,3.0,22,17,3,0,0
27861,2.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0,1,0,0,0
27864,3.0,7.0,0.0,4.0,4.0,0.0,0.0,10.0,8.0,0,1,0,0,0
27868,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27872,14.0,27.0,0.0,13.0,5.0,4.0,2.0,47.0,18.0,20,5,16,5,4
27875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27881,21.0,47.0,3.0,16.0,15.0,40.0,2.0,92.0,52.0,14,7,0,0,0
27883,19.0,33.0,14.0,15.0,13.0,12.0,3.0,61.0,48.0,19,5,0,0,18
27886,16.0,43.0,9.0,24.0,21.0,9.0,3.0,60.0,65.0,24,6,0,0,7
27889,6.0,46.0,9.0,27.0,15.0,4.0,0.0,53.0,54.0,23,9,0,0,27
27891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27892,19.0,110.0,29.0,26.0,17.0,3.0,2.0,91.0,115.0,9,3,39,103,1
27893,23.0,49.0,8.0,27.0,14.0,43.0,4.0,112.0,56.0,18,7,0,0,0
27894,52.0,62.0,21.0,30.0,18.0,35.0,25.0,156.0,87.0,24,9,0,0,15
27898,37.0,50.0,1.0,17.0,10.0,8.0,10.0,93.0,40.0,7,6,0,0,0
27900,9.0,33.0,73.0,19.0,14.0,6.0,0.0,44.0,110.0,20,5,0,0,32
27902,5.0,29.0,0.0,22.0,8.0,0.0,0.0,31.0,33.0,4,3,13,19,0
27904,8.0,27.0,6.0,8.0,7.0,8.0,1.0,37.0,28.0,4,2,0,0,0
27905,22.0,42.0,13.0,18.0,4.0,4.0,1.0,63.0,41.0,12,7,0,0,0
27910,19.0,62.0,10.0,24.0,13.0,9.0,3.0,86.0,54.0,1,2,0,64,0
27913,15.0,16.0,0.0,6.0,2.0,1.0,0.0,32.0,8.0,0,1,0,0,0
27914,20.0,34.0,25.0,19.0,12.0,0.0,0.0,50.0,60.0,26,11,0,0,23
27918,13.0,145.0,83.0,50.0,42.0,46.0,0.0,154.0,225.0,22,10,128,105,11
27920,12.0,37.0,3.0,23.0,21.0,4.0,8.0,52.0,56.0,9,4,0,0,30
27923,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,1,2,0,0,0
27926,22.0,7.0,0.0,1.0,4.0,0.0,1.0,25.0,10.0,12,6,0,0,0
27932,75.0,430.0,151.0,167.0,75.0,263.0,6.0,610.0,557.0,27,20,365,185,49
27933,10.0,34.0,11.0,11.0,8.0,0.0,0.0,33.0,41.0,7,4,0,0,3
27935,10.0,36.0,8.0,16.0,6.0,0.0,0.0,40.0,36.0,17,6,17,12,5
27939,32.0,55.0,14.0,21.0,11.0,28.0,2.0,97.0,66.0,17,5,0,0,11
27940,36.0,60.0,12.0,34.0,21.0,25.0,6.0,113.0,81.0,21,8,0,0,19
27941,51.0,27.0,2.0,8.0,3.0,24.0,22.0,119.0,18.0,2,3,0,0,0
27944,38.0,71.0,21.0,43.0,27.0,50.0,5.0,160.0,95.0,22,10,0,0,53
27946,7.0,34.0,9.0,22.0,7.0,50.0,0.0,89.0,40.0,14,4,0,0,0
27952,8.0,29.0,12.0,15.0,12.0,4.0,0.0,35.0,45.0,14,6,0,0,0
27956,8.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,15,3,0,0,0
27960,25.0,16.0,0.0,12.0,5.0,11.0,3.0,54.0,18.0,7,3,0,0,0
27961,51.0,60.0,30.0,31.0,14.0,34.0,19.0,159.0,80.0,14,5,0,0,22
27962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27963,13.0,33.0,0.0,14.0,8.0,3.0,0.0,49.0,22.0,13,5,0,0,0
27964,18.0,145.0,105.0,32.0,33.0,37.0,7.0,151.0,226.0,10,3,0,173,91
27965,5.0,7.0,3.0,4.0,3.0,0.0,1.0,12.0,11.0,0,1,0,0,0
27967,12.0,16.0,0.0,5.0,5.0,0.0,0.0,22.0,16.0,6,4,0,0,0
27971,4.0,17.0,0.0,11.0,11.0,0.0,1.0,17.0,27.0,0,1,0,0,0
27973,3.0,3.0,0.0,2.0,2.0,0.0,0.0,6.0,4.0,0,1,0,0,0
27978,32.0,54.0,30.0,17.0,12.0,25.0,4.0,110.0,64.0,20,5,0,0,31
27980,18.0,27.0,6.0,10.0,7.0,4.0,1.0,42.0,31.0,3,3,0,0,0
27981,10.0,13.0,0.0,7.0,4.0,0.0,1.0,22.0,13.0,5,2,0,0,0
27982,54.0,267.0,37.0,164.0,63.0,32.0,6.0,303.0,320.0,26,14,96,192,15
27983,2.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,0,0,0
27984,27.0,64.0,31.0,27.0,23.0,15.0,6.0,90.0,103.0,18,4,0,0,0
27985,5.0,13.0,0.0,6.0,7.0,0.0,0.0,15.0,16.0,13,3,0,18,0
27986,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,0
27989,4.0,10.0,1.0,5.0,2.0,0.0,0.0,12.0,10.0,5,2,0,0,0
27990,26.0,22.0,1.0,10.0,5.0,42.0,4.0,89.0,21.0,21,10,0,0,0
27992,7.0,22.0,12.0,6.0,1.0,0.0,1.0,27.0,22.0,2,3,0,0,0
27993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
27994,8.0,18.0,0.0,13.0,10.0,0.0,1.0,27.0,23.0,20,5,0,0,0
28001,15.0,24.0,0.0,9.0,11.0,0.0,2.0,30.0,31.0,20,4,0,0,0
28009,15.0,48.0,22.0,19.0,14.0,6.0,4.0,58.0,70.0,12,5,0,0,10
28012,15.0,24.0,38.0,6.0,17.0,4.0,8.0,35.0,77.0,0,1,0,0,0
28014,9.0,9.0,0.0,4.0,2.0,0.0,1.0,19.0,6.0,0,1,0,0,0
28016,7.0,21.0,3.0,8.0,9.0,14.0,0.0,34.0,28.0,1,2,0,0,0
28018,13.0,25.0,24.0,11.0,8.0,9.0,2.0,45.0,47.0,14,6,0,0,0
28020,16.0,70.0,0.0,30.0,36.0,1.0,0.0,58.0,95.0,6,5,45,24,0
28022,15.0,44.0,0.0,23.0,7.0,2.0,1.0,51.0,41.0,23,7,7,34,0
28023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
28025,9.0,8.0,0.0,2.0,1.0,2.0,2.0,21.0,3.0,0,1,0,0,0
28026,27.0,83.0,0.0,30.0,39.0,52.0,0.0,125.0,106.0,14,9,110,1,0
28027,67.0,85.0,19.0,43.0,19.0,26.0,14.0,181.0,92.0,24,11,0,0,45
28031,21.0,13.0,1.0,4.0,9.0,0.0,0.0,26.0,22.0,16,7,0,0,0
28035,24.0,53.0,13.0,27.0,12.0,25.0,2.0,94.0,62.0,13,7,0,0,0
28042,14.0,72.0,8.0,28.0,15.0,0.0,0.0,66.0,71.0,13,6,82,3,0
28045,12.0,11.0,4.0,8.0,4.0,2.0,2.0,28.0,15.0,7,2,0,0,0
28048,23.0,90.0,12.0,37.0,29.0,5.0,0.0,84.0,112.0,22,10,93,21,1
28054,20.0,65.0,12.0,22.0,11.0,5.0,39.0,124.0,50.0,13,5,0,0,24
28056,20.0,43.0,29.0,18.0,8.0,15.0,9.0,74.0,68.0,13,4,0,0,0
28063,11.0,10.0,6.0,3.0,2.0,0.0,0.0,17.0,15.0,11,2,5,9,0
28064,60.0,68.0,0.0,29.0,3.0,71.0,2.0,199.0,34.0,28,15,0,0,15
28071,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
28072,31.0,118.0,8.0,17.0,15.0,32.0,5.0,159.0,67.0,20,10,0,0,15
28073,4.0,7.0,0.0,3.0,3.0,0.0,1.0,10.0,8.0,0,2,0,0,0
28074,22.0,38.0,26.0,13.0,9.0,28.0,4.0,87.0,53.0,23,8,0,0,16
28075,25.0,180.0,51.0,67.0,53.0,31.0,0.0,149.0,258.0,20,10,46,146,45
28076,21.0,33.0,2.0,10.0,8.0,0.0,1.0,39.0,36.0,15,7,0,0,5
28077,2.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,0,1,0,4,0
28080,13.0,39.0,0.0,14.0,12.0,2.0,1.0,38.0,43.0,15,3,0,0,0
28084,26.0,36.0,1.0,14.0,11.0,20.0,4.0,77.0,35.0,22,8,0,0,2
28085,2.0,5.0,0.0,4.0,3.0,0.0,0.0,7.0,7.0,0,1,0,0,0
28089,8.0,26.0,16.0,12.0,7.0,0.0,0.0,33.0,36.0,1,2,0,33,0
28094,18.0,57.0,20.0,22.0,12.0,43.0,22.0,126.0,68.0,18,7,0,0,0
28096,19.0,33.0,17.0,16.0,7.0,19.0,2.0,71.0,42.0,21,10,0,0,14
